feature,pubchem_bit,permutation_importance_mean,permutation_importance_std
PubchemFP145,145,-0.0005198540897457526,0.0010661615333118998
PubchemFP372,372,-0.0005230215268953176,0.0004993468196090135
PubchemFP418,418,-0.0005349055116462664,0.00015588221671081228
PubchemFP591,591,-0.0005589670624153942,0.000539099162704032
PubchemFP308,308,-0.0005753581413954212,0.0009161313797971314
PubchemFP759,759,-0.0005915654485034727,0.0012598731623085094
PubchemFP341,341,-0.0005950112813336905,0.0005147376141841497
PubchemFP614,614,-0.0006062525160495547,0.0008481577998414177
PubchemFP381,381,-0.0006286365778168324,0.00023821141236628934
PubchemFP378,378,-0.000673312732793574,0.00027901165431018304
PubchemFP716,716,-0.0007249153348848014,0.00048176496579361466
PubchemFP286,286,-0.000803268892943132,0.0005764510475160371
PubchemFP438,438,-0.0008653786674121978,0.00043970156495316885
PubchemFP435,435,-0.0010182751029325422,0.0009577619621452941
PubchemFP797,797,-0.0010994980107474684,0.0014463541592958393
PubchemFP681,681,-0.001104933274981046,0.0003524003534819994
PubchemFP334,334,-0.0011376186701380852,0.0006623410263374701
PubchemFP699,699,-0.001162168292533794,0.0019009747968699565
PubchemFP615,615,-0.0011870017515054898,0.0005095137994928745
PubchemFP782,782,-0.0011959893549174816,6.166893905179456e-05
PubchemFP431,431,-0.0012555172408410086,0.0009946867294903748
PubchemFP719,719,-0.001305924602620956,5.970510582345165e-05
PubchemFP683,683,-0.0015657568280023626,0.0023122625187701894
PubchemFP696,696,-0.0017322335191093164,0.002286597977942601
PubchemFP357,357,-0.0018238815567874211,0.000776594338503882
PubchemFP364,364,-0.0018552623516242984,0.00268917565600219
PubchemFP620,620,-0.001982344017436033,0.0017156891303238718
PubchemFP711,711,-0.0019910611311909853,0.0007254439836714863
PubchemFP697,697,-0.0020100554963395356,0.0015583101440365611
PubchemFP542,542,-0.0021479774597797487,0.0017613514616388768
PubchemFP186,186,-0.002636320111147572,0.0027605421931998155
PubchemFP839,839,-0.002671429660451774,0.0009286680319189
PubchemFP23,23,-0.0029419376992750436,0.0021885657141090063
PubchemFP632,632,-0.0031124365916474052,0.0017445332643369071
PubchemFP346,346,-0.0034006012941742323,0.0054435713796944125
PubchemFP713,713,-0.003517416539241258,0.0006325482525811926
PubchemFP182,182,-0.00357979798609398,0.00010256988733492735
PubchemFP776,776,-0.0036177595360616264,0.0008149201634668195
